CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,"ESSILOR OF AMERICA, INC.",MARKETING MANAGERS,SENIOR ASSOCIATE MARKETING MANAGER,Y,77300.0,2016
CERTIFIED,EXCELLENCE INVESTMENTS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,92955.0,2016
CERTIFIED,YING DYNASTY,MARKETING MANAGERS,MARKETING AND OPERATIONS MANAGER,Y,83345.6,2016
WITHDRAWN,COGNITIVE LEAP SOLUTIONS INC,MARKETING MANAGERS,"MANAGER, PRODUCT MARKETING AND STRATEGY",Y,123198.4,2016
CERTIFIED,S KEKATOS AND ASSOCIATES LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,108493.0,2016
CERTIFIED,GREENHOUSE SOFTWARE INC.,MARKETING MANAGERS,DIRECTOR OF PRODUCT MARKETING,Y,144893.0,2016
CERTIFIED,MOTOROLA MOBILITY LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,150259.0,2016
CERTIFIED,"ANHEUSER-BUSCH INBEV SERVICES, LLC",MARKETING MANAGERS,"GLOBAL DIRECTOR, MARKETING CRAFT DEPLOYMENT",Y,108493.0,2016
CERTIFIED,SANI-METAL USA INC,MARKETING MANAGERS,MARKETING MANAGER,Y,76044.8,2016
CERTIFIED,MIDNITE AIR CORP.,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,106226.0,2016
CERTIFIED,GRUNENTHAL LATIN AMERICA INC,MARKETING MANAGERS,NEW PRODUCT SCOUT,Y,135283.0,2016
CERTIFIED-WITHDRAWN,VALTECH SOLUTIONS INC.,MARKETING MANAGERS,SENIOR PROJECT DIRECTOR,Y,144123.0,2016
CERTIFIED,"BIOTRONIK, INC.",MARKETING MANAGERS,REGIONAL SALES & BUSINESS DEVELOPMENT DIRECTOR,Y,140691.0,2016
DENIED,"678 USA, INC.",MARKETING MANAGERS,RESTAURANT DEVELOPMENT MANAGER,Y,76044.8,2016
CERTIFIED-WITHDRAWN,"GOOGLE, INC.",MARKETING MANAGERS,"DIRECTOR, CREATIVE",Y,214552.0,2016
CERTIFIED-WITHDRAWN,"CVS PHARMACY, INC.",MARKETING MANAGERS,"ADVISOR, RX STRATEGIC PRODUCT DEVELOPMENT",Y,105539.0,2016
CERTIFIED,CONCEPTOALL LLC,MARKETING MANAGERS,MARKETING DIRECTOR,N,55182.4,2016
CERTIFIED,MOAC MALL HOLDINGS LLC,MARKETING MANAGERS,VICE PRESIDENT DEVELOPMENT/ATTRACTIONS,Y,215405.0,2016
CERTIFIED,"SCION MEDICAL TECHNOLOGIES, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,101462.4,2016
CERTIFIED,CONE COMMUNICATIONS LLC,MARKETING MANAGERS,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,83470.0,2016
WITHDRAWN,CONMED CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,93662.0,2016
CERTIFIED,EMC CORPORATION,MARKETING MANAGERS,SENIOR PRODUCT MARKETING MANAGER,Y,99133.0,2016
DENIED,"MAXIM INTEGRATED PRODUCTS, INC.",MARKETING MANAGERS,SENIOR BUSINESS MANAGER,Y,109743.0,2016
CERTIFIED,"MY BLUEBONNET COMPANY, LLC",MARKETING MANAGERS,MARKETING AND BUSINESS DEVELOPMENT MANAGER,Y,80371.2,2016
DENIED,"BELLY, INC",MARKETING MANAGERS,DEMAND GENERATION MANAGER,N,70000.0,2016
CERTIFIED,DENTAL IMAGING TECHNOLOGIES CORPORATION,MARKETING MANAGERS,SR. GLOBAL PRODUCT MANAGER,Y,134930.0,2016
CERTIFIED,CAKE CORPORATION,MARKETING MANAGERS,TECHNICAL PRODUCT MARKETING MANAGER,Y,110074.0,2016
CERTIFIED,"JUMP RAMP GAMES, INC.",MARKETING MANAGERS,CHIEF REVENUE OFFICER,Y,179774.0,2016
CERTIFIED,"NATIONAL REAL WORLD TRAINING, INC.",MARKETING MANAGERS,GLOBAL TRAINING MANAGER,Y,118643.0,2016
CERTIFIED,"FACEBOOK, INC.",MARKETING MANAGERS,SMB MARKETING MANAGER,Y,128354.0,2016
CERTIFIED,GOLDEN TRAVEL PEERS (USA) INC,MARKETING MANAGERS,MARKETING MANAGER,Y,108492.8,2016
CERTIFIED,ROLLING FRITO-LAY SALES LP,MARKETING MANAGERS,MARKETING MANAGER,Y,96446.0,2016
CERTIFIED,RAPP WORLDWIDE INC.,MARKETING MANAGERS,VP OPERATIONS & STRATEGY,Y,108493.0,2016
CERTIFIED,"CONSULTANT SOLUTIONS, INC.",MARKETING MANAGERS,PROJECT MANAGER,Y,71760.0,2016
CERTIFIED,"BELLY, INC",MARKETING MANAGERS,DEMAND GENERATION MANAGER,N,70000.0,2016
CERTIFIED,DECENT XPOSURE LLC,MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER,N,55182.4,2016
CERTIFIED-WITHDRAWN,"MUM INDUSTRIES, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,120598.0,2016
CERTIFIED,ROYAL MEDIA PARTNERS LLC,MARKETING MANAGERS,MARKETING MANAGER/FLEET DIRECTOR,N,55182.0,2016
CERTIFIED,"CVS PHARMACY, INC.",MARKETING MANAGERS,"MANAGER, STRATEGIC ANALYTICS",Y,105539.0,2016
CERTIFIED,"UPWORK, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,94984.0,2016
CERTIFIED,CRANE CO.,MARKETING MANAGERS,VERTICAL MARKETING MANAGER,Y,82430.0,2016
CERTIFIED,ERNST & YOUNG U.S. LLP,MARKETING MANAGERS,ASSISTANT DIRECTOR,Y,92300.0,2016
CERTIFIED,"NORTH AMERICAN BULL INDUSTRY, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,BOSUN TOOLS INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,LUMMUS CORPORATION,MARKETING MANAGERS,"VICE PRESIDENT, INTERNATIONAL SALES",Y,77542.0,2016
CERTIFIED,IRENE LUMMERTZ JEWELRY DESIGN LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,70034.0,2016
CERTIFIED,WEBMD LLC,MARKETING MANAGERS,"MEMBERSHIP MANAGER, LATM",Y,108493.0,2016
CERTIFIED,"WEBER, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,68619.0,2016
CERTIFIED,"INDEGENE, INC",MARKETING MANAGERS,MARKETING MANAGER,Y,99528.0,2016
CERTIFIED,"ROCKWELL AUTOMATION, INC.",MARKETING MANAGERS,IA MOBILITY PLATFORM LEADER,Y,120598.0,2016
CERTIFIED,SABIC INNOVATIVE PLASTICS US LLC,MARKETING MANAGERS,SENIOR BUSINESS MANAGER,Y,99736.0,2016
CERTIFIED,"PURE STORAGE, INC.",MARKETING MANAGERS,GLOBAL MARKETING OPERATIONS MANAGER,Y,123198.0,2016
CERTIFIED,"LIBERTY HOTEL GROUP, LLC.",MARKETING MANAGERS,MARKETING AND BUSINESS DEVELOPMENT MANAGER,N,68619.0,2016
CERTIFIED,CTL PACKAGING USA INC.,MARKETING MANAGERS,VP SALES AND MARKETING,Y,80267.0,2016
CERTIFIED,"BILLS' CATERING, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,55182.4,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,"YESWARE, INC.",MARKETING MANAGERS,VICE PRESIDENT OF MARKETING,Y,140275.0,2016
CERTIFIED,"NORTH AMERICAN BULL INDUSTRY, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,112278.4,2016
CERTIFIED,LA BROS TRADING INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.0,2016
CERTIFIED,"BRIGADE MEDIA, INC.",MARKETING MANAGERS,VP OF PRODUCT,Y,144893.0,2016
CERTIFIED,"ARIMO, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,123198.0,2016
CERTIFIED,AIR LIQUIDE HEALTHCARE AMERICA CORPORATION,MARKETING MANAGERS,SALES MANAGER - EUROPE AND LATIN AMERICA,Y,80040.0,2016
CERTIFIED,"PARAMOUNT TRANSPORTATION SYSTEMS, INC.",MARKETING MANAGERS,"GLOBAL BUSINESS DEVELOPMENT MANAGER, EMEA",Y,145850.0,2016
CERTIFIED,EASTMAN CHEMICAL COMPANY,MARKETING MANAGERS,COMMERCIAL ANALYST,Y,96803.0,2016
CERTIFIED,QUANTCAST CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,110074.0,2016
CERTIFIED,MASTERCARD INTERNATIONAL INCORPORATED,MARKETING MANAGERS,PRODUCT SPECIALIST,N,55182.0,2016
CERTIFIED,LUXOTTICA RETAIL NORTH AMERICA INC.,MARKETING MANAGERS,"MANAGER, LOYALTY MARKETING",Y,77106.0,2016
CERTIFIED,"CVS PHARMACY, INC.",MARKETING MANAGERS,CATEGORY MANAGER,Y,105539.0,2016
CERTIFIED-WITHDRAWN,EASTMAN CHEMICAL COMPANY,MARKETING MANAGERS,COMMERCIAL ANALYST,Y,96803.0,2016
CERTIFIED,"SHIFT TECHNOLOGIES, INC.",MARKETING MANAGERS,GROWTH MANAGER,Y,144893.0,2016
CERTIFIED,TURING SCHOOL OF SOFTWARE AND DESIGN,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,82056.0,2016
CERTIFIED,KRAFT HEINZ FOODS COMPANY,MARKETING MANAGERS,BRAND MANAGER,Y,89336.0,2016
CERTIFIED,"TERRATHERM, INC.",MARKETING MANAGERS,MARKETING AND BUSINESS DEVELOPMENT MANAGER,Y,78541.0,2016
CERTIFIED,AMETRADE INC,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,N,55182.0,2016
CERTIFIED,PTC INC.,MARKETING MANAGERS,DIRECTOR OF SALES,Y,145850.0,2016
CERTIFIED-WITHDRAWN,KRAFT HEINZ FOODS COMPANY,MARKETING MANAGERS,CUSTOMER CATEGORY MANAGER,Y,89336.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,CONTEND LLC,MARKETING MANAGERS,HEAD OF BUSINESS INTELLIGENCE AND CONTENT INSIGHTS,Y,112278.0,2016
CERTIFIED,"LANTZMAN MANAGEMENT, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,83408.0,2016
CERTIFIED,COGNEX CORPORATION,MARKETING MANAGERS,FIELD PRODUCT MARKETING SPECIALIST,Y,80000.0,2016
CERTIFIED,"PERCOLATE INDUSTRIES, INC.",MARKETING MANAGERS,SVP OF SALES AND MARKETING,Y,215405.0,2016
CERTIFIED,ATMEL CORPORATION,MARKETING MANAGERS,"MANAGER, PRODUCT MARKETING",Y,125293.0,2016
CERTIFIED,"FOX DIGITAL ENTERTAINMENT, INC.",MARKETING MANAGERS,"VICE PRESIDENT, CONTENT AND BUSINESS DEVELOPMENT",Y,143458.0,2016
CERTIFIED,FMC CORPORATION,MARKETING MANAGERS,GLOBAL MARKET RESEARCH MANAGER,Y,113214.0,2016
CERTIFIED,SANFORD L.P.,MARKETING MANAGERS,SR VP MARKETING,Y,163696.0,2016
CERTIFIED,CORNING INCORPORATED,MARKETING MANAGERS,PRODUCT LINE MANAGER,Y,136989.0,2016
CERTIFIED,"UNIVERSAL FORCE, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,AVAYA INC.,MARKETING MANAGERS,"DIRECTOR, ALLIANCES",Y,187907.0,2016
CERTIFIED,EASTMAN CHEMICAL COMPANY,MARKETING MANAGERS,COMMERCIAL MANAGER,Y,143624.0,2016
CERTIFIED,"YOUNG & RUBICAM, INC.",MARKETING MANAGERS,SENIOR DIRECTOR,Y,111862.0,2016
CERTIFIED,AESTHETIC CONGRESS COMMUNICATIONS INC,MARKETING MANAGERS,MARKETING MANAGER,N,55182.0,2016
CERTIFIED,"NISTICA, INC.",MARKETING MANAGERS,LINECARD AND SUBSYSTEM SENIOR PRODUCT LINE MANAGER,Y,133931.0,2016
CERTIFIED,"THE EVERGLADES CLUB, INC.",MARKETING MANAGERS,MARKETING COORDINATOR,Y,70034.0,2016
CERTIFIED,"ROCKWELL AUTOMATION, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,120598.0,2016
CERTIFIED,GNR HOLDINGS LLC,MARKETING MANAGERS,SEO PROJECT MANAGER,Y,83408.0,2016
CERTIFIED,TEXAS INSTRUMENTS INCORPORATED,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,87818.0,2016
CERTIFIED,APPLE INC.,MARKETING MANAGERS,"MANAGING DIRECTOR, INTERACTIVE",Y,220251.0,2016
CERTIFIED,"EGNYTE, INC.",MARKETING MANAGERS,"MANAGER, INDUSTRY SOLUTIONS MARKETING",Y,155542.0,2016
CERTIFIED,"678 USA, INC.",MARKETING MANAGERS,RESTAURANT DEVELOPMENT MANAGER,Y,76044.8,2016
CERTIFIED,ATMEL CORPORATION,MARKETING MANAGERS,"SENIOR DIRECTOR, PRODUCT MARKETING",Y,220251.0,2016
CERTIFIED,"BUNGE LATIN AMERICA, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81890.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,PACIFIC RIM INT'L WEST INC.,MARKETING MANAGERS,MARKETING MANAGER,N,61069.0,2016
CERTIFIED,"BIOMET 3I, LLC",MARKETING MANAGERS,BRAND MANAGER,Y,86500.0,2016
CERTIFIED,"PRUDENTIAL INTERNATIONAL INSURANCE SERVICE COMPANY, LLC.",MARKETING MANAGERS,HEAD OF MARKETING AND STRATEGY,Y,192670.0,2016
CERTIFIED,"EVERYONE COUNTS, INC.",MARKETING MANAGERS,VICE PRESIDENT OF ELECTIONS TECHNOLOGY,Y,177070.0,2016
CERTIFIED,"AEGIS MEDIA INNOV8, LLC",MARKETING MANAGERS,"VICE PRESIDENT, STRATEGY AND BRAND PARTNERSHIPS",Y,112278.0,2016
CERTIFIED,"NEW MARKETS MANAGEMENT, INC",MARKETING MANAGERS,MARKETING DIRECTOR,N,55182.4,2016
CERTIFIED,OLD HAND HOLDINGS LLC,MARKETING MANAGERS,MARKETING MANAGER,N,66892.8,2016
CERTIFIED,LAM RESEARCH CORPORATION,MARKETING MANAGERS,CSBG VICE PRESIDENT AND CORPORATE GENERAL MANAGER,Y,224927.0,2016
CERTIFIED,KAIEN INDUSTRIES INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,"MAXIM INTEGRATED PRODUCTS, INC.",MARKETING MANAGERS,SENIOR BUSINESS MANAGER,Y,109743.0,2016
CERTIFIED,RECKITT BENCKISER LLC,MARKETING MANAGERS,BRAND MANAGER,Y,101234.0,2016
CERTIFIED,APPTAD INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,64792.0,2016
CERTIFIED,"NEW MARKETS MANAGEMENT, INC",MARKETING MANAGERS,MARKERING DIRECTOR,N,55182.0,2016
CERTIFIED,KOHLER COMPANY,MARKETING MANAGERS,"DIRECTOR - SALES, GLOBAL PROJECTS & SPECIFICATIONS",Y,112944.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,CONTENT MANAGER III,Y,108493.0,2016
CERTIFIED,"SAKURA FILTRATION USA, INC.",MARKETING MANAGERS,"VP, BUSINESS DEVELOPMENT",Y,101795.2,2016
CERTIFIED,1800 ENTERPRISES,MARKETING MANAGERS,MARKETING MANAGER,Y,89336.0,2016
CERTIFIED,LODGING SOLUTIONS LLC,MARKETING MANAGERS,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,97781.0,2016
CERTIFIED,"OPES, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,BIS ENTERTAINMENT INC.,MARKETING MANAGERS,MARKETING MANAGER,N,58843.0,2016
CERTIFIED,BENTHIC USA LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,152090.0,2016
CERTIFIED,"RIOT GAMES, INC.",MARKETING MANAGERS,PRODUCTION MANAGER (CHINA TEAM),Y,112278.0,2016
WITHDRAWN,COMTECH TCS,MARKETING MANAGERS,MARKET DEVELOPMENT MANAGER,Y,98509.0,2016
CERTIFIED,SMARTRAC TECHNOLOGY FLETCHER INC.,MARKETING MANAGERS,SENIOR PROJECT AND TENDER MANAGER,Y,95722.0,2016
WITHDRAWN,COMTECH TELECOMMUNICATIONS CORP.,MARKETING MANAGERS,MARKET DEVELOPMENT MANAGER,Y,98509.0,2016
CERTIFIED,"NEW DREAM, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,62025.6,2016
CERTIFIED,"OXFORD PALACE HOTEL, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81078.4,2016
CERTIFIED,"IMDB.COM, INC.",MARKETING MANAGERS,PRODUCT LEADER,Y,115565.0,2016
CERTIFIED,"BLOUNT, INC.",MARKETING MANAGERS,GLOBAL PRODUCT MANAGER,Y,85862.0,2016
CERTIFIED,OPAL LABS,MARKETING MANAGERS,VICE PRESIDENT OF CUSTOMER SUCCESS,Y,109678.0,2016
CERTIFIED,"JARES GROUP, INC.",MARKETING MANAGERS,"VP, BUSINESS DEVELOPMENT",Y,101795.2,2016
CERTIFIED,COMMONWEALTH OPPORTUNITY CAPITAL GP LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,143458.0,2016
CERTIFIED,"BECKMAN COULTER, INC.",MARKETING MANAGERS,MARKETING MANAGER - ASSAYS/REAGENTS PRODUCT,Y,76045.0,2016
CERTIFIED,KRAFT HEINZ FOODS COMPANY,MARKETING MANAGERS,AD/DIRECTOR MARKETING,Y,96491.0,2016
CERTIFIED,THERMO FISHER SCIENTIFIC INC.,MARKETING MANAGERS,SENIOR PRICING ANALYST,Y,89336.0,2016
CERTIFIED,FMC CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,134930.0,2016
CERTIFIED,"ORNUA FOODS NORTH AMERICA, INC.",MARKETING MANAGERS,CATEGORY SALES MANAGER,Y,96491.0,2016
CERTIFIED,"SURE FILTER TECHNOLOGY AUTOMOTIVE, INC.",MARKETING MANAGERS,"VP, BUSINESS DEVELOPMENT",Y,101795.2,2016
WITHDRAWN,"MIAMI HOME HEALTH SOLUTIONS, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,55182.0,2016
CERTIFIED,RSPA INC.,MARKETING MANAGERS,MARKETING MANAGER,N,61068.8,2016
CERTIFIED,"CARAT USA, INC.",MARKETING MANAGERS,STRATEGY DIRECTOR,Y,108493.0,2016
CERTIFIED,"CITRIX SYSTEMS, INC.",MARKETING MANAGERS,PRINCIPAL PRODUCT MANAGER,Y,119122.0,2016
CERTIFIED-WITHDRAWN,CADUCEUS INTELLIGENCE CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,N,57533.0,2016
CERTIFIED,"CARAT USA, INC.",MARKETING MANAGERS,"EVP, HEAD OF INNOVATION",Y,179774.0,2016
CERTIFIED,"NEW MARKETS MANAGEMENT, INC",MARKETING MANAGERS,MARKETING DIRECTOR,N,55182.0,2016
CERTIFIED,DIRECTV LLC,MARKETING MANAGERS,"RETENSION SENIOR PROGRAM MANAGER, MARKETING OPERATIONS",Y,112278.0,2016
CERTIFIED,"ESSILOR OF AMERICA, INC.",MARKETING MANAGERS,SENIOR ASSOCIATE MARKETING MANAGER,Y,77300.0,2016
CERTIFIED,"ORNUA FOODS NORTH AMERICA, INC.",MARKETING MANAGERS,CATEGORY SALES MANAGER,Y,96491.0,2016
CERTIFIED,"MIAMI HOME HEALTH SOLUTIONS, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,N,55182.0,2016
CERTIFIED,AQUARECYCLE LLC,MARKETING MANAGERS,"MANAGER, INTERNATIONAL MARKETING",N,68600.0,2016
WITHDRAWN,MILLWARD BROWN LLC,MARKETING MANAGERS,ASSOCIATE DIRECTOR,Y,108493.0,2016
CERTIFIED,"COMSCORE, INC.",MARKETING MANAGERS,AGENCY SALES DIRECTOR,Y,108493.0,2016
CERTIFIED,"NOMINUM, INC.",MARKETING MANAGERS,"SR. PRODUCT MANAGER, ANALYTICS",Y,110074.0,2016
CERTIFIED,"CLOUDERA, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,123198.0,2016
CERTIFIED,COGNEX CORPORATION,MARKETING MANAGERS,"SENIOR MANAGER, CORPORATE DEVELOPMENT",Y,128794.0,2016
CERTIFIED,CLEVER INC.,MARKETING MANAGERS,VICE PRESIDENT OF MARKETING,Y,214552.0,2016
CERTIFIED,"NICIRA, INC.",MARKETING MANAGERS,SR. PRODUCT LINE MARKETING MANAGER,Y,167268.0,2016
CERTIFIED,PETDWELL LLC,MARKETING MANAGERS,MARKETING MANAGER,N,55182.0,2016
CERTIFIED,"NXP EDUCATION INTERNATIONAL, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016
CERTIFIED,"IMDB.COM, INC.",MARKETING MANAGERS,PRODUCT LEADER,Y,115565.0,2016
CERTIFIED,CENNARIUM AMERICA LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,144123.0,2016
CERTIFIED,"ORIGIN, INC.",MARKETING MANAGERS,"VICE PRESIDENT SALES & MARKETING, EUROPE",Y,113214.0,2016
CERTIFIED,"GENENTECH USA, INC.",MARKETING MANAGERS,MARKET PLANNING MANAGER,Y,110074.0,2016
CERTIFIED,BOART LONGYEAR COMPANY,MARKETING MANAGERS,"VICE PRESIDENT, COMMERCIAL AND MARKETING - DRILLING SERVICES",Y,156062.0,2016
CERTIFIED,"CYRIL OVUWORIE, M.D., P.C.",MARKETING MANAGERS,MARKETING MANAGER,N,63378.0,2016
CERTIFIED,SENECA NIAGARA FALLS GAMING CORPORATION,MARKETING MANAGERS,DIRECTOR OF INTERACTIVE MARKETING,Y,99757.0,2016
CERTIFIED,"NICE SYSTEMS, INC.",MARKETING MANAGERS,"GENERAL MANAGER, ENTERPRISE WORKFORCE OPTIMIZATION LOB",Y,215405.0,2016
CERTIFIED,KRAFT HEINZ FOODS COMPANY,MARKETING MANAGERS,ASSOCIATE DIRECTOR OF IN STORE SALES,N,69618.0,2016
CERTIFIED,INTEL AMERICA'S,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,167627.0,2016
CERTIFIED,"VAST.COM, INC.",MARKETING MANAGERS,PRODUCT MANAGER,N,64798.0,2016
CERTIFIED,CHURCHILL ASSET MANAGEMENT LLC,MARKETING MANAGERS,DIGITAL MARKETING MANAGER,Y,108492.8,2016
CERTIFIED,"CINARRA SYSTEMS, INC.",MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,123198.0,2016
CERTIFIED,CORNING OPTICAL COMMUNICATIONS LLC,MARKETING MANAGERS,PRODUCT LINE MANAGER,Y,136989.0,2016
CERTIFIED,CHARLOTTE PARKER ASSOCIATES CO.,MARKETING MANAGERS,MANAGING DIRECTOR,Y,106226.0,2016
CERTIFIED,HUDSONPLAY LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,108492.8,2016
CERTIFIED,GFK CUSTOM RESEARCH,MARKETING MANAGERS,RESEARCH DIRECTOR,Y,89565.0,2016
CERTIFIED,WHOLESALE TIRE AND WHEEL DISTRIBUTOR LLC,MARKETING MANAGERS,MARKETING MANAGER,N,64792.0,2016
CERTIFIED,TRIBEYOND SOLUTIONS LLC.,MARKETING MANAGERS,MARKETING MANAGER,Y,94161.6,2016
CERTIFIED,PLANON CORPORATION,MARKETING MANAGERS,HEAD OF GLOBAL MARKETING,Y,168667.0,2016
CERTIFIED,HUBSPOT INC.,MARKETING MANAGERS,"MANAGER, MARKETING",Y,83470.0,2016
CERTIFIED,"UNIDAYS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,108493.0,2016
CERTIFIED,BEST AID COMMUNITY PHARMACY LLC,MARKETING MANAGERS,PHARMACEUTICAL MRKT & COMPLIANCE MGR. SPECIALTY P,Y,108493.0,2016
CERTIFIED,NEWGEN SOFTWARE INC.,MARKETING MANAGERS,DIRECTOR COE-HEALTHCARE,Y,124197.0,2016
CERTIFIED,"SUPPLY FRAME, INC.",MARKETING MANAGERS,DIRECTOR OF AUDIENCE ACQUISITION,Y,112278.0,2016
CERTIFIED-WITHDRAWN,"LEVEL LABS, L.P.",MARKETING MANAGERS,MARKETING MANAGER,Y,123198.0,2016
CERTIFIED,CHOPARD USA LTD.,MARKETING MANAGERS,RETAIL PERFORMANCE MANAGER,Y,83741.0,2016
CERTIFIED,"KEMIRA CHEMICALS, INC.",MARKETING MANAGERS,"DIRECTOR, GLOBAL MARKETING, O&M",Y,108400.0,2016
CERTIFIED,INTEGRATED HEALTHCARE ASSOCIATION,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,166899.0,2016
CERTIFIED,"PETROLA ALENCAR, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,58843.2,2016
WITHDRAWN,"KOLLECTIVE TECHNOLOGY, INC.",MARKETING MANAGERS,"VICE PRESIDENT, WORLDWIDE SALES",Y,115336.0,2016
CERTIFIED,VAHLTE INC,MARKETING MANAGERS,MARKETING MANAGER,Y,108492.8,2016
CERTIFIED,"GIBSON BRANDS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,122928.0,2016
CERTIFIED-WITHDRAWN,GLAXOSMITHKLINE CONSUMER HEALTHCARE HOLDINGS (US) LLC,MARKETING MANAGERS,DIGITAL MARKETING OPERATIONS LEADER,Y,192670.0,2016
CERTIFIED,UNIFIED ENTERPRISES CORP.,MARKETING MANAGERS,"DIRECTOR, STRATEGY AND SALES OPERATIONS",Y,108493.0,2016
CERTIFIED,BASF CORPORATION,MARKETING MANAGERS,PARTNER MANAGER - GLOBAL STRATEGIC MARKETING HERBICIDES,Y,88200.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,MICHAEL BONDANZA INC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,108492.8,2016
CERTIFIED,"TELECOMMUNICATION SYSTEMS, INC.",MARKETING MANAGERS,MARKET DEVELOPMENT MANAGER,Y,98509.0,2016
CERTIFIED,BEMERZ SOFTWARE INC,MARKETING MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,123198.0,2016
CERTIFIED,AMERICAN BEVERAGE DEPOT LLC,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,N,70000.0,2016
CERTIFIED,SUNRIDER INTERNATIONAL,MARKETING MANAGERS,"MARKETING MANAGER, CHINA",Y,81078.0,2016
CERTIFIED,ADORE ME INC.,MARKETING MANAGERS,ENGAGEMENT MANAGER,Y,108493.0,2016
CERTIFIED,DIAMONDS DIRECT USA INC,MARKETING MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,109158.0,2016
CERTIFIED,"CAMPARI AMERICA, LLC",MARKETING MANAGERS,"GLOBAL BRAND MANAGER, SCOTCH & IRISH WHISKEY",Y,116610.0,2016
CERTIFIED,"LODERS CROKLAAN USA, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT STRATEGY MANAGER,Y,123386.0,2016
CERTIFIED,BURGER KING CORPORATION,MARKETING MANAGERS,"SR. MANAGER, MARKETING INNOVATION",Y,108576.0,2016
